category_uid,category_name,category_description,category_parent_id
220-132401,"Smart Contracts","Automated agreement systems",220-132400
220-132402,"Crypto Solutions","Digital currency services",220-132400
220-132403,"DApp Development","Decentralized applications",220-132400
220-132404,"Chain Security","Blockchain protection",220-132400
220-132405,"Token Development","Digital asset creation",220-132400
220-132500,"VR/AR Services","Virtual/Augmented reality services",220-130000
220-132501,"VR Development","Virtual reality creation",220-132500
220-132502,"AR Applications","Augmented reality apps",220-132500
220-132503,"Mixed Reality","Mixed reality solutions",220-132500
220-132504,"360 Content","360-degree media creation",220-132500
220-132505,"VR Training","Virtual training systems",220-132500
220-140000,"Arts & Culture","Arts, cultural activities and venues",NULL
220-140100,"Art Galleries","Art exhibition spaces",220-140000
220-140101,"Contemporary Art","Modern art galleries",220-140100
220-140102,"Traditional Art","Classical art galleries",220-140100
220-140103,Photography,"Photo exhibition spaces",220-140100
220-140104,Sculpture,"Three-dimensional art spaces",220-140100
220-140105,"Mixed Media","Multi-format art galleries",220-140100
220-140200,Museums,"Cultural exhibition facilities",220-140000
220-140201,"Art Museums","Fine art collections",220-140200
220-140202,"History Museums","Historical collections",220-140200
220-140203,"Science Museums","Scientific exhibitions",220-140200
220-140204,"Cultural Museums","Cultural heritage display",220-140200
220-140205,"Special Exhibits","Temporary exhibitions",220-140200
220-140300,"Art Studios","Artist working spaces",220-140000
220-140301,"Painting Studios","Paint work spaces",220-140300
220-140302,"Sculpture Studios","3D art workspaces",220-140300
220-140303,"Photography Studios","Photo creation spaces",220-140300
220-140304,"Ceramics Studios","Pottery workspaces",220-140300
220-140305,"Print Studios","Printing art spaces",220-140300
220-140400,"Theater Companies","Theatrical performance groups",220-140000
220-140401,"Drama Theater","Dramatic performance groups",220-140400
220-140402,"Musical Theater","Musical performance groups",220-140400
220-140403,"Children Theater","Youth theater productions",220-140400
220-140404,"Experimental Theater","Avant-garde performances",220-140400
220-140405,"Comedy Theater","Comedic performance groups",220-140400
220-140406,"Classical Theater","Traditional performances",220-140400
220-140407,"Modern Theater","Contemporary plays",220-140400
220-140408,"Youth Theater","Children performances",220-140400
220-140409,"Musical Theater","Musical productions",220-140400
220-140410,"Experimental Theater","Avant-garde performances",220-140400
220-140500,"Dance Companies","Dance performance groups",220-140000
220-140501,"Ballet Company","Classical dance group",220-140500
220-140502,"Modern Dance","Contemporary dancers",220-140500
220-140503,"Folk Dance","Traditional dance group",220-140500
220-140504,"Jazz Dance","Jazz performance group",220-140500
220-140505,"Contemporary Ballet","Modern ballet group",220-140500
220-140600,"Music Venues","Live music performance spaces",220-140000
220-140601,"Concert Halls","Classical music venues",220-140600
220-140602,"Jazz Clubs","Jazz performance spaces",220-140600
220-140603,"Rock Venues","Popular music spaces",220-140600
220-140604,"Opera Houses","Operatic performance halls",220-140600
220-140605,"Outdoor Venues","Open-air music spaces",220-140600
220-140700,"Art Schools","Visual arts education",220-140000
220-140701,"Painting Classes","Painting instruction",220-140700
220-140702,"Sculpture Classes","Sculpture instruction",220-140700
220-140703,"Photography Classes","Photography education",220-140700
220-140704,"Drawing Classes","Drawing instruction",220-140700
220-140705,"Digital Art Classes","Digital media instruction",220-140700
220-140800,"Music Schools","Musical education services",220-140000
220-140801,"Classical Training","Classical music education",220-140800
220-140802,"Jazz Education","Jazz music instruction",220-140800
220-140803,"Contemporary Music","Modern music training",220-140800
220-140804,"Music Theory","Musical composition study",220-140800
220-140805,"Instrument Lessons","Individual instrument training",220-140800
220-140900,"Dance Schools","Dance instruction services",220-140000
220-140901,"Ballet School","Classical ballet training",220-140900
220-140902,"Modern Dance","Contemporary dance education",220-140900
220-140903,"Hip Hop Classes","Urban dance instruction",220-140900
220-140904,"Ballroom Dance","Partner dance training",220-140900
220-140905,"Children Dance","Youth dance education",220-140900
220-141000,"Art Exhibitions","Art show organization",220-140000
220-141001,"Art Openings","Exhibition premieres",220-141000
220-141002,"Artist Talks","Artist presentations",220-141000
220-141003,Workshops,"Hands-on art instruction",220-141000
220-141004,"Cultural Performances","Traditional art shows",220-141000
220-141005,"Art Markets","Art sale events",220-141000
220-141100,"Cultural Festivals","Cultural event planning",220-140000
220-141101,"Music Festivals","Musical event celebrations",220-141100
220-141102,"Art Festivals","Visual arts events",220-141100
220-141103,"Food Festivals","Culinary celebrations",220-141100
220-141104,"Heritage Festivals","Traditional celebrations",220-141100
220-141105,"Film Festivals","Cinema celebrations",220-141100
220-141200,"Art Fairs","Art market events",220-140000
220-141201,"Contemporary Art","Modern art exhibitions",220-141200
220-141202,"Traditional Art","Classical art shows",220-141200
220-141203,"Craft Fairs","Artisan work exhibitions",220-141200
220-141204,"Student Shows","Emerging artist exhibits",220-141200
220-141205,"Gallery Shows","Curated art exhibitions",220-141200
220-141300,"Art Restoration","Artwork preservation services",220-140000
220-141301,"Painting Restoration","Canvas art restoration",220-141300
220-141302,"Sculpture Repair","Three-dimensional repair",220-141300
220-141303,"Paper Conservation","Document preservation",220-141300
220-141304,"Frame Restoration","Frame repair services",220-141300
220-141305,"Antique Restoration","Historical item repair",220-141300
220-141306,"Painting Restoration","Canvas art preservation",220-141300
220-141307,"Sculpture Repair","Three-dimensional restoration",220-141300
220-141308,"Paper Conservation","Document preservation",220-141300
220-141309,"Frame Restoration","Frame repair services",220-141300
220-141310,"Artifact Conservation","Historical item preservation",220-141300
220-141400,"Custom Framing","Art framing services",220-140000
220-141401,"Art Framing","Artwork frame design",220-141400
220-141402,"Photo Framing","Photography frame service",220-141400
220-141403,"Memorabilia Framing","Collectible item framing",220-141400
220-141404,"Conservation Framing","Preservation framing service",220-141400
220-141405,"Shadow Boxes","Three-dimensional framing",220-141400
220-141500,"Art Consulting","Art advisory services",220-140000
220-141501,"Collection Management","Art collection oversight",220-141500
220-141502,"Art Acquisition","Artwork purchase advice",220-141500
220-141503,"Space Planning","Display arrangement service",220-141500
220-141504,"Value Assessment","Artwork valuation service",220-141500
220-141505,"Artist Representation","Artist management service",220-141500
220-141600,Bookstores,"Book retail and events",220-140000
220-141700,"Literary Events","Writing and poetry events",220-140000
220-141701,"Author Readings","Book reading events",220-141700
220-141702,"Poetry Slams","Spoken word performances",220-141700
220-141703,"Book Launches","Publication celebrations",220-141700
220-141704,"Writing Workshops","Creative writing sessions",220-141700
220-141705,"Literary Festivals","Book celebration events",220-141700
220-141800,"Writing Programs","Creative writing education",220-140000
220-141801,"Creative Writing","Fiction writing courses",220-141800
220-141802,"Poetry Writing","Poetic composition class",220-141800
220-141803,Screenwriting,"Script writing instruction",220-141800
220-141804,Journalism,"News writing training",220-141800
220-141805,"Technical Writing","Professional writing course",220-141800
220-141900,"Heritage Sites","Historical site preservation",220-140000
220-141901,"Historic Buildings","Historical architecture",220-141900
220-141902,"Archaeological Sites","Ancient location preservation",220-141900
220-141903,"Cultural Landmarks","Cultural site management",220-141900
220-141904,"Religious Sites","Sacred place preservation",220-141900
220-141905,"Industrial Heritage","Historical industry sites",220-141900
220-142000,"Cultural Centers","Community cultural spaces",220-140000
220-142001,"Community Arts","Local art programs",220-142000
220-142002,"Cultural Education","Heritage education programs",220-142000
220-142003,"Exhibition Spaces","Display areas and galleries",220-142000
220-142004,"Performance Venues","Show and concert spaces",220-142000
220-142005,"Workshop Spaces","Creative learning areas",220-142000
220-142006,"Art Workshops","Creative learning spaces",220-142000
220-142007,"Language Programs","Cultural language classes",220-142000
220-142008,"Cultural Events","Traditional celebrations",220-142000
220-142009,"Youth Programs","Children cultural education",220-142000
220-142010,"Exhibition Space","Cultural display areas",220-142000
220-142100,Archives,"Cultural document preservation",220-140000
220-142200,"Art Supplies","Creative materials retail",220-140000
220-142300,"Cultural Tours","Guided cultural experiences",220-140000
220-142301,"Museum Tours","Guided museum visits",220-142300
220-142302,"Gallery Tours","Art gallery exploration",220-142300
220-142303,"Studio Tours","Artist studio visits",220-142300
220-142304,"Public Art Tours","Street art exploration",220-142300
220-142305,"Architecture Tours","Building design tours",220-142300
220-142400,"Artist Services","Support services for artists",220-140000
220-142401,"Artist Representation","Career management services",220-142400
220-142402,"Portfolio Services","Work documentation",220-142400
220-142403,"Grant Writing","Funding application help",220-142400
220-142404,"Studio Rentals","Creative space leasing",220-142400
220-142405,"Marketing Services","Artist promotion services",220-142400
220-142500,"Digital Arts","Digital creative services",220-140000
220-142501,"Digital Design","Computer-based design",220-142500
